Full Text,Author,Creation Time,Hashtags,text,useful tweet
"How do you lift your spirits and clear your lungs from Cali fire smoke? Hang with my sister in Santa Clarita! Always so much fun, lifts my spirits and makes me laugh so hard! Thank you… https://www.instagram.com/p/BqI7iuSgOzb/?utm_source=ig_twitter_share&igshid=jnjhzs3lpp52 …",mckenziewestmor,Tue Nov 13 23:49:06 +0000 2018,,"how do you lift your spirits and clear your lungs from cali fire smoke? hang with my sister in santa clarita! always so much fun, lifts my spirits and makes me laugh so hard! thank you… …",False
Happy autumn y’all. Even though it still feels like summer here. Stay safe during these crazy fires! #photo by @NeverlandProLLC | #throwback #selfie #sony #canon #photography #model… https://www.instagram.com/p/BqI6SQBButY/?utm_source=ig_twitter_share&igshid=qbmwjkhy0cwm …,nadiainneverlnd,Tue Nov 13 23:38:10 +0000 2018,#photo #throwback #selfie #sony #canon #photography #model,happy autumn y’all. even though it still feels like summer here. stay safe during these crazy fires! #photo by @neverlandprollc | #throwback #selfie #sony #canon #photography #model… …,False
***LINK IN PROFILE*** proud of my buddy @podunksurfer who has put together an awesome support mission delivering supplies via boat to those effected by the fires in Malibu. (PCH is… https://www.instagram.com/p/BqI4BPFH7pC/?utm_source=ig_twitter_share&igshid=15xln7od4yusa …,RyanHaake,Tue Nov 13 23:18:21 +0000 2018,,***link in profile*** proud of my buddy @podunksurfer who has put together an awesome support mission delivering supplies via boat to those effected by the fires in malibu. (pch is… …,False
Made my night to see Pasadena Fire come through the opening night of @getcrackshacked Pasadena! These people do real hard work everyday and especially in these tough times for… https://www.instagram.com/p/BqI0aUvBOZR/?utm_source=ig_twitter_share&igshid=1avl18q7il6yk …,RichardBlais,Tue Nov 13 22:46:49 +0000 2018,,made my night to see pasadena fire come through the opening night of @getcrackshacked pasadena! these people do real hard work everyday and especially in these tough times for… …,False
"Runyon Canyon today. Nice fire haze. The friendly folks of pathwater gave me a free water. #dogsofinstagram #runyoncanyon #losangeles @Los Angeles, California https://www.instagram.com/p/BqI0RlcgEh_/?utm_source=ig_twitter_share&igshid=wos0q07fcvxy …",Maliceownsyou,Tue Nov 13 22:45:35 +0000 2018,#dogsofinstagram #runyoncanyon #losangeles,"runyon canyon today. nice fire haze. the friendly folks of pathwater gave me a free water. #dogsofinstagram #runyoncanyon #losangeles @los angeles, california …",False
"Big shout-out to Sports Academy HQ for hosting free Complimentary Kids Camp from 11/12 to 11/16. It is appreciated by all the parents affected by school closures due to the fires, I'm… https://www.instagram.com/p/BqIx7P-BIT4/?utm_source=ig_twitter_share&igshid=1qongw2xasv2b …",FijianYoda,Tue Nov 13 22:25:08 +0000 2018,,"big shout-out to sports academy hq for hosting free complimentary kids camp from 11/12 to 11/16. it is appreciated by all the parents affected by school closures due to the fires, i'm… …",False
On Sale for the Holidays! Use Code Thanks at Check Out for 50% Off!. $5 from each bag will go to fire relief efforts here in California. It has been a challenging week & we thank you for… https://www.instagram.com/p/BqIxLt1B8N8/?utm_source=ig_twitter_share&igshid=26l8wmnd7tdb …,nyovee,Tue Nov 13 22:18:36 +0000 2018,,on sale for the holidays! use code thanks at check out for 50% off!. $5 from each bag will go to fire relief efforts here in california. it has been a challenging week & we thank you for… …,False
"Contact me and/or anyone on the Malibu Life Team, if we can help you in any way... #malibu #home #fire #woolseyfire #rebuild #life #heal #recovery #temporary #housing #insurance… https://www.instagram.com/p/BqIwTpIAdF-/?utm_source=ig_twitter_share&igshid=etuyut6qp6w2 …",MalibuBeautiful,Tue Nov 13 22:10:58 +0000 2018,#malibu #home #fire #woolseyfire #rebuild #life #heal #recovery #temporary #housing #insurance,"contact me and/or anyone on the malibu life team, if we can help you in any way... #malibu #home #fire #woolseyfire #rebuild #life #heal #recovery #temporary #housing #insurance… …",False
Day of vunteering for the recent fires @American Red Cross Los Angeles Region https://www.instagram.com/p/BqIvKY-FaFR/?utm_source=ig_twitter_share&igshid=1t1ztnzeo39w1 …,DEIDREJERICHO1,Tue Nov 13 22:02:25 +0000 2018,,day of vunteering for the recent fires @american red cross los angeles region …,False
The smoke from the #woolseyfire isn't as bad as it was six days ago. At least the smoke is blowing out to sea and not into the Westside. The fire is 96k acres and 35% contained but that… https://www.instagram.com/p/BqIunETACbH/?utm_source=ig_twitter_share&igshid=6s0slbwrr9t9 …,S_BixlerPhoto,Tue Nov 13 21:56:08 +0000 2018,#woolseyfire,the smoke from the #woolseyfire isn't as bad as it was six days ago. at least the smoke is blowing out to sea and not into the westside. the fire is 96k acres and 35% contained but that… …,False
"Last week was a very trying week for our community, the tragedy that took place borderlinebar to the devastating fires that took people’s homes right down the street from me. To see how… https://www.instagram.com/p/BqIsbY1A57a/?utm_source=ig_twitter_share&igshid=16dmz13kyam19 …",theabbeyscott,Tue Nov 13 21:37:57 +0000 2018,,"last week was a very trying week for our community, the tragedy that took place borderlinebar to the devastating fires that took people’s homes right down the street from me. to see how… …",False
44 people have died making the #CampFire the deadliest in #California's history. 200+ people are still missing. The Camp Fire is only 30% contained. There are 15+ additional fires… https://www.instagram.com/p/BqIqI_wlBPO/?utm_source=ig_twitter_share&igshid=2bz3u7rhkgx7 …,PunkRockBowling,Tue Nov 13 21:25:10 +0000 2018,#CampFire #California,44 people have died making the #campfire the deadliest in #california's history. 200+ people are still missing. the camp fire is only 30% contained. there are 15+ additional fires… …,False
"I love my state. Please pray for all who are effected by the fires. Hanging out in Venice. #venicecalifornia #calilife #california #firefightersrock #lovefirefighters @Venice, California https://www.instagram.com/p/BqIq0zSn2_y/?utm_source=ig_twitter_share&igshid=pkedhaa7zr9z …",kajandthestory,Tue Nov 13 21:23:02 +0000 2018,#venicecalifornia #calilife #california #firefightersrock #lovefirefighters,"i love my state. please pray for all who are effected by the fires. hanging out in venice. #venicecalifornia #calilife #california #firefightersrock #lovefirefighters @venice, california …",False
"With some of the voting chaos, political nonsense, record-breaking / heart-breaking fires, etc, it’s certainly been an exceptionally #wild week. Hope you stay #safe and #well. Come by for… https://www.instagram.com/p/BqIqorznGUL/?utm_source=ig_twitter_share&igshid=q0b2lbhh0by4 …",FaithIdemundia,Tue Nov 13 21:21:25 +0000 2018,#wild #safe #well,"with some of the voting chaos, political nonsense, record-breaking / heart-breaking fires, etc, it’s certainly been an exceptionally #wild week. hope you stay #safe and #well. come by for… …",False
I wrote this song for all the families effected by the multiple California fires. In Hopes to remind us that when something like this happens and all that you have is burning to the… https://www.instagram.com/p/BqIphieh7GO/?utm_source=ig_twitter_share&igshid=1jbxbmp19cnhz …,Krizz775,Tue Nov 13 21:11:43 +0000 2018,,i wrote this song for all the families effected by the multiple california fires. in hopes to remind us that when something like this happens and all that you have is burning to the… …,False
Dos #flamencas en un #camerino Thank you #LosAngeles!!! On my way back to #NewYork! Sending love & strength to the people affected by the fires in #LA #iloveLA #flamenco… https://www.instagram.com/p/BqIo-P2ANgp/?utm_source=ig_twitter_share&igshid=aquye7sl4jaj …,leilahflamenco,Tue Nov 13 21:08:04 +0000 2018,#flamencas #camerino #LosAngeles #NewYork #LA #iloveLA #flamenco,dos #flamencas en un #camerino thank you #losangeles!!! on my way back to #newyork! sending love & strength to the people affected by the fires in #la #ilovela #flamenco… …,False
I love when people take little snipes and miss then when I fire back and it really hurts they toss out the only insults they think will work.. Yes ... I am… https://www.instagram.com/p/BqIog-rF2ZlP2OAIMr8mi9N3T2Taxts8XOTx280/?utm_source=ig_twitter_share&igshid=19stpuvx3eqg7 …,DirtyNole,Tue Nov 13 21:02:51 +0000 2018,,i love when people take little snipes and miss then when i fire back and it really hurts they toss out the only insults they think will work.. yes ... i am… …,False
"As the fires continue to ignite and firefighters continue to work around the clock, we continue to support and donate to these brave men and we encourage you to do the same. Any amount… https://www.instagram.com/p/BqIoFx2Fm8V/?utm_source=ig_twitter_share&igshid=16lq4m0dvtu30 …",ThePBAgency,Tue Nov 13 20:59:07 +0000 2018,,"as the fires continue to ignite and firefighters continue to work around the clock, we continue to support and donate to these brave men and we encourage you to do the same. any amount… …",False
You could see the fires miles away at night from the Hermosa Beach. So sad to see knowing homes were burning down. #lalifestyle #californiaadventure… https://www.instagram.com/p/BqInFCDFrtaF0FpJMoaRMXa-QvQ5m5O8QELy-g0/?utm_source=ig_twitter_share&igshid=15d4t86ifnz7y …,abcval50,Tue Nov 13 20:50:20 +0000 2018,#lalifestyle #californiaadventure,you could see the fires miles away at night from the hermosa beach. so sad to see knowing homes were burning down. #lalifestyle #californiaadventure… …,False
"E L L E K I N G “So kick out the jams, Kick up the soul, Pour another glass of that rock and roll, Turn up the band, fire in the hole, Gonna lose control tonight. What do you want… https://www.instagram.com/p/BqImQMNn8Ej/?utm_source=ig_twitter_share&igshid=1ovfx0gsjbymz …",TheJeremyLopez,Tue Nov 13 20:44:10 +0000 2018,,"e l l e k i n g “so kick out the jams, kick up the soul, pour another glass of that rock and roll, turn up the band, fire in the hole, gonna lose control tonight. what do you want… …",False
"Judge all you want, Crystal Pepsi is my jam. Geared up to make a comeback to the streaming world after a few days of Fire here in LA. Join me tonight for #RaidNight on… https://www.instagram.com/mrnarwhalker/p/BqIk94qlwae/?utm_source=ig_twitter_share&igshid=18q483m84nhs7 …",Mr_Narwhalker,Tue Nov 13 20:31:56 +0000 2018,#RaidNight,"judge all you want, crystal pepsi is my jam. geared up to make a comeback to the streaming world after a few days of fire here in la. join me tonight for #raidnight on… …",False
Sending anyone who is suffering from the devastation of the fires or shooting all my love and light. #4thGenerationSoCalKid #BeOfService. The nice people at ROAM Silverlake yoga will be… https://www.instagram.com/p/BqIjaDKHZ-i/?utm_source=ig_twitter_share&igshid=b7k6o6i9qk4l …,MoniJaramilloPR,Tue Nov 13 20:18:13 +0000 2018,#4thGenerationSoCalKid #BeOfService,sending anyone who is suffering from the devastation of the fires or shooting all my love and light. #4thgenerationsocalkid #beofservice. the nice people at roam silverlake yoga will be… …,False
"Just drove by my office... the fire got real close. So scary! #woolseyfire #calabasas @Calabasas, California https://www.instagram.com/p/BqIh3c4AMRq/?utm_source=ig_twitter_share&igshid=t3a90ljyyrtn …",hlovesglitter,Tue Nov 13 20:06:31 +0000 2018,#woolseyfire #calabasas,"just drove by my office... the fire got real close. so scary! #woolseyfire #calabasas @calabasas, california …",False
darkmarkshow is on #fire this week as special guest cohost thatnicolesixx and I welcome #datingcoach #MarniKinrys @winggirlmethod and the always amazing… https://www.instagram.com/p/BqIh6bGHl82TZsMUwpS9v-rY70axS0xMJ5586c0/?utm_source=ig_twitter_share&igshid=131lr3gypnpb9 …,gothcomedian,Tue Nov 13 20:05:11 +0000 2018,#fire #datingcoach #MarniKinrys,darkmarkshow is on #fire this week as special guest cohost thatnicolesixx and i welcome #datingcoach #marnikinrys @winggirlmethod and the always amazing… …,False
#Helping #doggie #sit for my #friend who had to #evacuate #malibu #pointdume because of the #fires We tried to get back in today but still closed. Over 50 #homes in his #neighborhood were… https://www.instagram.com/p/BqIbo14BzTu/?utm_source=ig_twitter_share&igshid=ciuxsrovadot …,rebeccagrants,Tue Nov 13 19:46:21 +0000 2018,#Helping #doggie #sit #friend #evacuate #malibu #pointdume #fires #homes #neighborhood,#helping #doggie #sit for my #friend who had to #evacuate #malibu #pointdume because of the #fires we tried to get back in today but still closed. over 50 #homes in his #neighborhood were… …,False
"Not gonna lie, as native Californians, we’ve been feeling pretty low with the recent Thousand Oaks shooting and these massive wild fires. Too many people have tragically lost love ones… https://www.instagram.com/p/BqIfWDKnmcf/?utm_source=ig_twitter_share&igshid=1mgvfo1l2r669 …",wineproblems,Tue Nov 13 19:43:45 +0000 2018,,"not gonna lie, as native californians, we’ve been feeling pretty low with the recent thousand oaks shooting and these massive wild fires. too many people have tragically lost love ones… …",False
Playing With Fire @TLC Collective https://www.instagram.com/p/BqIdj3ClpdJ/?utm_source=ig_twitter_share&igshid=7qgpjokn4yly …,realcodycordova,Tue Nov 13 19:27:10 +0000 2018,,playing with fire @tlc collective …,False
Was able to connect with Avaryl again and she’s fine!! Due to the fire and evacuations we won’t be able to post anything for a little while. We’ll share more when we know. In the… https://www.instagram.com/p/BqIc93Cl4WC/?utm_source=ig_twitter_share&igshid=vr38s4or8aub …,MovieBitches,Tue Nov 13 19:23:25 +0000 2018,,was able to connect with avaryl again and she’s fine!! due to the fire and evacuations we won’t be able to post anything for a little while. we’ll share more when we know. in the… …,False
#Repost @KSchwarzenegger ・・・ So many people have been affected by the horrible fires over the past week in California. We thank and pray for the firefighters who are doing such incredible… https://www.instagram.com/p/BqIb6tAl_PV/?utm_source=ig_twitter_share&igshid=c52262cnx61w …,prattprattpratt,Tue Nov 13 19:12:48 +0000 2018,#Repost,#repost @kschwarzenegger ・・・ so many people have been affected by the horrible fires over the past week in california. we thank and pray for the firefighters who are doing such incredible… …,False
Please join us tomorrow for our fundraiser! All money raised will be donated to those affected by the recent fires and one of our own SVUSD staff members who lost their home! Spread the… https://www.instagram.com/p/BqIb0lQgkuN/?utm_source=ig_twitter_share&igshid=b902o0ocm65q …,apollosimi,Tue Nov 13 19:11:56 +0000 2018,,please join us tomorrow for our fundraiser! all money raised will be donated to those affected by the recent fires and one of our own svusd staff members who lost their home! spread the… …,False
When the fire flares up and gets closer - you keep your nail appt because you don’t know when you will have time for one next :) We have been evacuated since… https://www.instagram.com/p/BqIbRJKBg7dcnyMErN6ZPkRjZOS4-FP23q99eQ0/?utm_source=ig_twitter_share&igshid=f74zxbjdh3o6 …,scwatc,Tue Nov 13 19:07:05 +0000 2018,,when the fire flares up and gets closer - you keep your nail appt because you don’t know when you will have time for one next :) we have been evacuated since… …,False
Our hearts go out to all those in our community who have been affected by the fires. And we’re so thankful l to the firefighters who are out there fighting to protect all of us and our… https://www.instagram.com/p/BqIbPU0hOmI/?utm_source=ig_twitter_share&igshid=1c5szs2xa4zr2 …,JoesCafeGH,Tue Nov 13 19:06:50 +0000 2018,,our hearts go out to all those in our community who have been affected by the fires. and we’re so thankful l to the firefighters who are out there fighting to protect all of us and our… …,False
"In the midst of all this tragedy and fire scares, it helps to have a little magic. I'm SUPER proud to finally finish this piece (and in time before Fantastic Beasts mdragoman !) I will be… https://www.instagram.com/p/BqIaPZvgit8/?utm_source=ig_twitter_share&igshid=bt5zvzmbtfiu …",NickKremenek,Tue Nov 13 19:01:30 +0000 2018,,"in the midst of all this tragedy and fire scares, it helps to have a little magic. i'm super proud to finally finish this piece (and in time before fantastic beasts mdragoman !) i will be… …",False
"Praying Heavens hope is shining through for all impacted by the shooting, the fires, the storms of life. @Los Angeles, California https://www.instagram.com/p/BqIZdYnB29v/?utm_source=ig_twitter_share&igshid=13iagh0auy33l …",Theofye,Tue Nov 13 18:51:19 +0000 2018,,"praying heavens hope is shining through for all impacted by the shooting, the fires, the storms of life. @los angeles, california …",False
The fires continue near our neighborhood. Fire trucks and police cars are lined up close to our house preparing for action. Hard to grasp the magnitude of this tragedy. Heartfelt… https://www.instagram.com/p/BqIWx9BlhHT/?utm_source=ig_twitter_share&igshid=1tszu3f01rqob …,WillShockley,Tue Nov 13 18:48:29 +0000 2018,,the fires continue near our neighborhood. fire trucks and police cars are lined up close to our house preparing for action. hard to grasp the magnitude of this tragedy. heartfelt… …,False
Stronger together. Join us in donating to @lafdfoundation a nonprofit that directly supports losangelesfiredepartment & brave first responders fighting these historic fires. Donate at… https://www.instagram.com/p/BqIY0Nlg9i_/?utm_source=ig_twitter_share&igshid=gxsxrncuvktq …,erikmilesgroup,Tue Nov 13 18:47:16 +0000 2018,,stronger together. join us in donating to @lafdfoundation a nonprofit that directly supports losangelesfiredepartment & brave first responders fighting these historic fires. donate at… …,False
Stronger together. Join EMG in donating to @lafdfoundation a nonprofit that directly supports losangelesfiredepartment & brave first responders fighting these historic fires. Donate at… https://www.instagram.com/p/BqIY-O1gy-d/?utm_source=ig_twitter_share&igshid=pmj30ljiq3ch …,erikmilesRE,Tue Nov 13 18:47:05 +0000 2018,,stronger together. join emg in donating to @lafdfoundation a nonprofit that directly supports losangelesfiredepartment & brave first responders fighting these historic fires. donate at… …,False
#malibuseafood off #pch was very fortunate. Everything surrounding it went up in flames. . . #malibu #woolseyfire #nikon #reportage #photojournalism #documentary #fire #california @… https://www.instagram.com/p/BqIYQMYlO2S/?utm_source=ig_twitter_share&igshid=s1rs5ynzshd7 …,danny__liao,Tue Nov 13 18:40:44 +0000 2018,#malibuseafood #pch #malibu #woolseyfire #nikon #reportage #photojournalism #documentary #fire #california,#malibuseafood off #pch was very fortunate. everything surrounding it went up in flames. . . #malibu #woolseyfire #nikon #reportage #photojournalism #documentary #fire #california @… …,False
Big shoutout to all the firefighters who have been working on the huge Malibu fire from La Brea Av in Hollywood. Sending love & light to you & all the victims... #shoutout #malibu… https://www.instagram.com/p/BqIXnH6F5_d/?utm_source=ig_twitter_share&igshid=rvexexsyfc31 …,aldwyn,Tue Nov 13 18:35:11 +0000 2018,#shoutout #malibu,big shoutout to all the firefighters who have been working on the huge malibu fire from la brea av in hollywood. sending love & light to you & all the victims... #shoutout #malibu… …,False
"New fire in the distance this morning just south of the 101 near #ThousandOaks - not sure if this is part of the #WoolseyFire, or something else - 11/13/18 @Conejo Creek Park https://www.instagram.com/p/BqIXgDGlwfB/?utm_source=ig_twitter_share&igshid=16hthe9wx88kw …",non_format,Tue Nov 13 18:34:10 +0000 2018,#ThousandOaks #WoolseyFire,"new fire in the distance this morning just south of the 101 near #thousandoaks - not sure if this is part of the #woolseyfire, or something else - 11/13/18 @conejo creek park …",False
This guy or girl was left behind by its owner & saved from the fires by @Brittley22 & her wonderful network of humans that helped rescue animals over the weekend. We’re gonna have a… https://www.instagram.com/p/BqIV_3gHMnY/?utm_source=ig_twitter_share&igshid=1fkmwmalzxopd …,MrDeNiro,Tue Nov 13 18:21:04 +0000 2018,,this guy or girl was left behind by its owner & saved from the fires by @brittley22 & her wonderful network of humans that helped rescue animals over the weekend. we’re gonna have a… …,False
It has been such a tough week for Californians. From the shooting in Thousand Oaks to the raging fires that have displaced so many people & animals. All of it is weighing heavy on my… https://www.instagram.com/p/BqIV0KwHjLV/?utm_source=ig_twitter_share&igshid=18x2nlg0iqmmp …,DeAnnaPappas,Tue Nov 13 18:19:32 +0000 2018,,it has been such a tough week for californians. from the shooting in thousand oaks to the raging fires that have displaced so many people & animals. all of it is weighing heavy on my… …,False
Creating Cards for the Borderline/Fire victims Join Wednesday 10am-12pm at Ragamuffin Coffee Roasters with http://GettingCrafty.net Free Card Making Donations Accepted for Care Packages… https://www.instagram.com/p/BqIVN4kH1ny/?utm_source=ig_twitter_share&igshid=16xqtgle1ostv …,GettingCrafty1,Tue Nov 13 18:14:16 +0000 2018,,creating cards for the borderline/fire victims join wednesday 10am-12pm at ragamuffin coffee roasters with free card making donations accepted for care packages… …,False
This is the view of the valley covered with the smoke and ashes from the fires that are falling like snow.. Everything looks gray but there's an orange glow. Thanks to all the… https://www.instagram.com/p/BqIU-cljX-H/?utm_source=ig_twitter_share&igshid=c6sadp873j46 …,avivaaviva,Tue Nov 13 18:12:08 +0000 2018,,this is the view of the valley covered with the smoke and ashes from the fires that are falling like snow.. everything looks gray but there's an orange glow. thanks to all the… …,False
Creating Cards for the Borderline/Fire victims Join Wednesday 10am-12pm at Ragamuffin Coffee Roasters with http://GettingCrafty.net Free Card Making Donations Accepted for Care Packages Directly… https://www.instagram.com/p/BqIUE1JHDHu/?utm_source=ig_twitter_share&igshid=49lgug087iqz …,GettingCrafty1,Tue Nov 13 18:04:13 +0000 2018,,creating cards for the borderline/fire victims join wednesday 10am-12pm at ragamuffin coffee roasters with free card making donations accepted for care packages directly… …,False
"New fire just popped up! Lake Sherwood Area? #fire #woolseyfire #lakesherwood #malibu #thousandoaks http://supportlafd.org @Santa Monica, California https://www.instagram.com/p/BqITtTJngF6/?utm_source=ig_twitter_share&igshid=565b3042ad84 …",tomhiel,Tue Nov 13 18:02:39 +0000 2018,#fire #woolseyfire #lakesherwood #malibu #thousandoaks,"new fire just popped up! lake sherwood area? #fire #woolseyfire #lakesherwood #malibu #thousandoaks @santa monica, california …",False
Sending good vibes and prayers to all my friends and everyone effected by the recent fires in Malibu with a pic of Malibu during better days. It’s unclear what tomorrow will bring and to… https://www.instagram.com/p/BqITyFohBYl/?utm_source=ig_twitter_share&igshid=brdrghlymlui …,Calidelphia,Tue Nov 13 18:01:42 +0000 2018,,sending good vibes and prayers to all my friends and everyone effected by the recent fires in malibu with a pic of malibu during better days. it’s unclear what tomorrow will bring and to… …,False
I see fires #wildfire #farmersinsurance #thousandoaks #woodlandhills @Farmers Insurance - Woodland Hills Offices https://www.instagram.com/p/BqITmzTnLFJ/?utm_source=ig_twitter_share&igshid=1nizzfveuzfv1 …,NH_2_LA,Tue Nov 13 18:00:10 +0000 2018,#wildfire #farmersinsurance #thousandoaks #woodlandhills,i see fires #wildfire #farmersinsurance #thousandoaks #woodlandhills @farmers insurance - woodland hills offices …,False
View from my front yard in #NewburyPark. Fire raging again in the mountains above #LakeSherwood and #Portrero and #BoneyMountain. Wind is still blowing it away from coming down the hill… https://www.instagram.com/p/BqITefTg9dg/?utm_source=ig_twitter_share&igshid=81c1k5dp3edf …,ConciseInvestor,Tue Nov 13 17:59:01 +0000 2018,#NewburyPark #LakeSherwood #Portrero #BoneyMountain,view from my front yard in #newburypark. fire raging again in the mountains above #lakesherwood and #portrero and #boneymountain. wind is still blowing it away from coming down the hill… …,False
"Looks like the fires found another patch The smoke was practically gone from our view yesterday and I was hopeful that this would soon be over. ... Not so much. @Los Angeles, California https://www.instagram.com/p/BqITdBuF93f/?utm_source=ig_twitter_share&igshid=12afv9vse7h2r …",sharialexander,Tue Nov 13 17:58:49 +0000 2018,,"looks like the fires found another patch the smoke was practically gone from our view yesterday and i was hopeful that this would soon be over. ... not so much. @los angeles, california …",False
"Woke up to another NEW fire just beyond the next canyon If you need me I’ll be standing on the roof of my house with a garden hose taunting the flames @Thousand Oaks, California https://www.instagram.com/p/BqISNbKF13-/?utm_source=ig_twitter_share&igshid=16b22hjsru305 …",KennyCarkeet,Tue Nov 13 17:47:58 +0000 2018,,"woke up to another new fire just beyond the next canyon if you need me i’ll be standing on the roof of my house with a garden hose taunting the flames @thousand oaks, california …",False
"Winds are still strong today, not helping contain the fire. #malibufire @Silver Strand Channel Island Oxnard https://www.instagram.com/p/BqIR1MtBWwm/?utm_source=ig_twitter_share&igshid=z5s9lm3swu6f …",bjdavis,Tue Nov 13 17:44:50 +0000 2018,#malibufire,"winds are still strong today, not helping contain the fire. #malibufire @silver strand channel island oxnard …",False
"Fires starting to creep over the hills #newburypark #thousandoaks #woolseyfire #illfire @Newbury Park, California https://www.instagram.com/p/BqIRcumgWaJ/?utm_source=ig_twitter_share&igshid=1rro3jb7wkwum …",PartyTimeJohnny,Tue Nov 13 17:42:13 +0000 2018,#newburypark #thousandoaks #woolseyfire #illfire,"fires starting to creep over the hills #newburypark #thousandoaks #woolseyfire #illfire @newbury park, california …",False
Looks like the fire flared up @Scattergood Generating Station https://www.instagram.com/p/BqIQ2mBgITcYDkQpHzATiRQVQGl-GPlKwMv1Us0/?utm_source=ig_twitter_share&igshid=1d9i9rilsqz1p …,Mike12329,Tue Nov 13 17:36:07 +0000 2018,,looks like the fire flared up @scattergood generating station …,False
"#damedash shares dramatic video of the Cali wild fires via @duskopoppington @Hidden Hills, California https://www.instagram.com/p/BqIPa5uFFSQ/?utm_source=ig_twitter_share&igshid=s4wwnp6620t …",LucciUciano,Tue Nov 13 17:24:04 +0000 2018,#damedash,"#damedash shares dramatic video of the cali wild fires via @duskopoppington @hidden hills, california …",False
"#damedash shares dramatic video of the Cali wild fires via @duskopoppington @Hidden Hills, California https://www.instagram.com/p/BqIPQe7l2Np/?utm_source=ig_twitter_share&igshid=1n60gmw683tu0 …",LucciUciano,Tue Nov 13 17:23:05 +0000 2018,#damedash,"#damedash shares dramatic video of the cali wild fires via @duskopoppington @hidden hills, california …",False
@yarrowcafe will be a drop off location for donations to fire victims this week! Please donate! Swipe left for needed items... Drip coffee on me with donation! @Yarrow Cafe https://www.instagram.com/p/BqIPTRohwJU/?utm_source=ig_twitter_share&igshid=1evhvpbmr9cqo …,RoyceBurke,Tue Nov 13 17:22:31 +0000 2018,,@yarrowcafe will be a drop off location for donations to fire victims this week! please donate! swipe left for needed items... drip coffee on me with donation! @yarrow cafe …,False
Huge thank you to our first responders for knocking out the Peak Fire!! We will be resuming normal business hours today! #805strong @p!ay hair lounge https://www.instagram.com/p/BqINCv1gogn/?utm_source=ig_twitter_share&igshid=krg1jh6ywq0r …,playhairlounge,Tue Nov 13 17:02:46 +0000 2018,#805strong,huge thank you to our first responders for knocking out the peak fire!! we will be resuming normal business hours today! #805strong @p!ay hair lounge …,False
"Doing pranayama with my daughter as the fires have created a bit of impedance in my nasal passages. - - Breath work is powerful, I recommend working with someone that has navigated this… https://www.instagram.com/p/BqIMInGlmjg/?utm_source=ig_twitter_share&igshid=1e2e7idp9weqn …",MrHealthnut,Tue Nov 13 16:59:02 +0000 2018,,"doing pranayama with my daughter as the fires have created a bit of impedance in my nasal passages. - - breath work is powerful, i recommend working with someone that has navigated this… …",False
It’s heartbreaking to see such a beautiful places being consumed by flames. It may take a while but nature will restore itself and those affected by these fires will come back from this… https://www.instagram.com/p/BqILduzhIVv/?utm_source=ig_twitter_share&igshid=6f83p52w3dhb …,ojodeloba,Tue Nov 13 16:49:00 +0000 2018,,it’s heartbreaking to see such a beautiful places being consumed by flames. it may take a while but nature will restore itself and those affected by these fires will come back from this… …,False
November 13th 2018 Mama Morning News . . Stan Lee past away . NPR: California's Camp Fire Becomes The Deadliest In State… https://www.instagram.com/p/BqIKGHdnauE/?utm_source=ig_twitter_share&igshid=1fvcye2e2kocb …,iamKOCali,Tue Nov 13 16:41:06 +0000 2018,,november 13th 2018 mama morning news . . stan lee past away . npr: california's camp fire becomes the deadliest in state… …,False
"• These past few days have been absolute hell. It’s hard to describe how hopeless, helpless, and devastated you feel not knowing if your home survived the fires raging in Malibu and all… https://www.instagram.com/p/BqII0aCnNYZ/?utm_source=ig_twitter_share&igshid=1kog0ruiuuqum …",ocean_breezeee,Tue Nov 13 16:37:48 +0000 2018,,"• these past few days have been absolute hell. it’s hard to describe how hopeless, helpless, and devastated you feel not knowing if your home survived the fires raging in malibu and all… …",False
"Sending healing prayers to everyone who lost their loved ones, pets and homes in the fires. You are on my mind While we are experiencing bad air quality here California it is really… https://www.instagram.com/p/BqIKJQFHo4i/?utm_source=ig_twitter_share&igshid=k9b0g2a84ru7 …",NoaLicht,Tue Nov 13 16:37:29 +0000 2018,,"sending healing prayers to everyone who lost their loved ones, pets and homes in the fires. you are on my mind while we are experiencing bad air quality here california it is really… …",False
"Praying for all of the families and animals and wildlife and homes in the fires' path. This picture says it all. If you want to donate to help the animals, go… https://www.instagram.com/p/BqIH6TGF6ipk9EO3Btjolv9QhllJo3n7wtcHkE0/?utm_source=ig_twitter_share&igshid=ikjmf3sfwkt7 …",richlyblessed,Tue Nov 13 16:18:02 +0000 2018,,"praying for all of the families and animals and wildlife and homes in the fires' path. this picture says it all. if you want to donate to help the animals, go… …",False
"The skies over #malibu and the #pacificcoasthighway praying for the safety of everyone dealing with the two fires devastating #california #campfire #wooley #usa #fire @Malibu, California https://www.instagram.com/p/BqIDc_fA6uk/?utm_source=ig_twitter_share&igshid=q0ntvc6sh4t2 …",TheToddMurray,Tue Nov 13 15:39:00 +0000 2018,#malibu #pacificcoasthighway #california #campfire #wooley #usa #fire,"the skies over #malibu and the #pacificcoasthighway praying for the safety of everyone dealing with the two fires devastating #california #campfire #wooley #usa #fire @malibu, california …",False
